Imię,Nazwisko,Klasa,J. polski,J. angielski,Matematyka,Historia,WF
Celina,Kaczmarczyk,1E,1,2,2,3,5
Halina,Kwiatkowska,3A,4,1,1,5,1
Maria,Szymańska,2C,1,1,5,5,3
Antonina,Piotrowska,5F,3,3,5,2,4
Marzanna,Pietrzak,3F,1,3,2,1,2
Izyda,Kaźmierczak,3D,2,5,3,5,5
Aniela,Górecka,8D,4,3,4,2,2
Celina,Szczepańska,5D,1,3,2,4,2
Julia,Jankowska,5C,5,5,5,1,2
Katarzyna,Jakubowska,7A,5,4,2,1,1
Zofia,Lis,6E,3,5,2,3,4
Izyda,Szymczak,7B,2,1,3,2,4
Eliza,Jankowska,4F,1,2,5,4,4
Anna,Szymczak,1C,4,4,3,4,5
Zofia,Szulc,1B,5,3,2,3,1
Asia,Zakrzewska,7C,2,1,3,1,3
Julia,Kalinowska,5F,5,1,4,4,2
Teresa,Tomaszewska,5F,4,2,1,4,3
Bianka,Andrzejewska,3A,3,4,3,1,4
Eleonora,Sikorska,5D,5,5,5,2,1
Dominika,Włodarczyk,8A,4,5,5,4,3
Diana,Sikora,1A,3,5,4,1,5
Łucja,Kucharska,4C,1,5,1,3,5
Edyta,Sikorska,2E,2,5,4,5,1
Iza,Zakrzewska,4F,1,4,5,1,1
Aleksandra,Kubiak,7F,1,1,5,5,3
Marysia,Rutkowska,5F,5,4,3,5,4
Jagoda,Sikora,4D,5,4,3,1,4
Bogumiła,Zalewska,4C,2,5,5,3,1
Berenika,Dąbrowska,7D,5,3,3,3,2
Oksana,Lewandowska,4D,3,4,3,2,4
Jolanta,Wojciechowska,5F,3,5,2,3,5
Florencja,Duda,2F,1,1,2,5,1
Łucja,Jaworska,3C,2,5,3,1,4
Bernadetta,Jaworska,1D,2,5,1,4,3
Helena,Rutkowska,4D,1,4,5,5,3
Ida,Wysocka,7F,2,3,1,2,5
Jagoda,Szczepańska,5C,4,3,5,3,3
Karolina,Górska,3B,2,5,5,4,1
Iga,Duda,8A,5,4,3,4,1
Helena,Szymańska,4D,3,2,1,5,1
Magda,Dąbrowska,3A,3,1,2,2,2
Bogusława,Michalak,6D,4,1,1,1,3
Arleta,Wróblewska,1D,5,1,3,2,5
Daniela,Jaworska,5E,3,4,4,2,5
Klementyna,Sobczak,5E,2,5,2,5,5
Natalia,Kubiak,8C,4,2,5,1,4
Alisa,Krupa,5D,3,1,4,1,4
Alina,Zalewska,8F,5,2,2,2,3
Elwira,Zawadzka,8F,4,3,2,4,5
Magdalena,Gajewska,2D,5,5,4,4,3
Amanda,Michalak,3F,1,3,4,5,1
Amelia,Zalewska,7E,1,5,4,1,4
Magdalena,Kamińska,6E,2,2,4,1,2
Konstancja,Lis,8B,3,2,3,2,3
Zuza,Włodarczyk,6C,3,1,2,1,1
Idalia,Krupa,4A,1,3,2,4,3
Halina,Kowalska,8B,4,5,5,1,5
Adrianna,Sikorska,8D,2,2,2,4,1
Malwina,Ostrowska,7E,4,2,3,2,1
Lara,Tomaszewska,5A,1,4,4,2,3
Kaja,Szulc,3A,3,4,1,4,1
Florentyna,Szymańska,7E,1,4,1,2,1
Jowita,Andrzejewska,8A,5,2,2,4,5
Regina,Jakubowska,7F,5,5,5,4,3
Eleonora,Mróz,8B,2,3,2,3,5
Ewelina,Makowska,4B,4,4,4,5,3
Iza,Brzezińska,6F,2,2,1,1,2
Florentyna,Krajewska,3B,2,2,1,5,4
Julia,Kaczmarczyk,6F,3,1,5,4,5
Józefa,Adamska,1A,4,4,3,4,4
Bianka,Maciejewska,6F,5,4,5,5,5
Nina,Czerwińska,8B,1,3,1,3,5
Kinga,Zawadzka,4E,3,5,1,4,3
Łucja,Wasilewska,2D,4,5,4,5,1
Edyta,Sobczak,3B,5,5,4,3,1
Ewelina,Ziółkowska,2C,4,2,1,4,3
Kornelia,Jankowska,2A,2,3,5,5,4
Matylda,Jankowska,5D,5,3,4,5,3
Martyna,Gajewska,5D,2,4,2,5,3
Stefania,Cieślak,2F,2,4,4,5,2
Krystyna,Sadowska,2D,3,3,2,5,1
Beata,Kamińska,4A,4,3,1,4,1
Adela,Górska,6D,1,1,2,4,5
Maja,Kucharska,6A,3,1,1,4,2
Krystyna,Kowalska,3A,4,1,2,5,5
Ola,Kamińska,4A,5,4,1,2,4
Lidia,Borkowska,8D,4,2,2,1,1
Franciszka,Jaworska,7B,3,1,5,5,4
Klara,Duda,8D,4,2,2,2,5
Zuza,Borkowska,6C,3,4,2,3,5
Adela,Piotrowska,1D,4,4,1,5,3
Katarzyna,Głowacka,7E,2,1,5,2,5
Marcela,Baranowska,8E,1,2,3,4,4
Elwira,Wójcik,3A,2,1,4,2,3
Zuzanna,Przybylska,4C,5,4,1,1,4
Alana,Wasilewska,6B,1,2,3,1,5
Bogumiła,Szulc,1F,2,5,3,1,1
Bianka,Brzezińska,4A,1,2,5,4,3
Wioletta,Sikora,7D,4,2,4,4,1
Monika,Duda,7B,5,1,3,5,1
Jolanta,Krupa,6B,3,3,3,1,2
Amalia,Sikora,6B,4,3,5,2,1
Agata,Górecka,7F,3,4,1,5,4
Weronika,Cieślak,8D,1,1,5,1,3
Zuzanna,Głowacka,2A,5,1,1,2,2
Dagmara,Pietrzak,6D,3,2,1,1,3
Marcelina,Jankowska,5D,5,2,3,2,3
Wanda,Kaźmierczak,2C,5,5,2,3,5
Jola,Szewczyk,3C,2,1,5,5,4
Honorata,Gajewska,5F,3,2,2,5,4
Eliza,Kubiak,5B,1,1,3,5,3
Natalia,Błaszczyk,6F,3,5,1,1,5
Joanna,Woźniak,2E,4,3,2,5,4
Pamela,Błaszczyk,6A,5,5,5,4,4
Ola,Ostrowska,6C,3,1,5,3,2
Małgorzata,Górecka,2D,2,4,4,5,4
Jola,Głowacka,8A,4,1,2,2,5
Agata,Krupa,4B,1,4,4,2,5
Maria,Wojciechowska,2B,2,2,1,1,5
Karolina,Głowacka,5E,4,3,3,3,5
Judyta,Kowalczyk,4E,5,5,1,1,3
Edyta,Makowska,8B,1,5,2,2,5
Małgorzata,Lewandowska,7D,5,2,2,5,2
Faustyna,Marciniak,3C,1,1,4,5,5
Blanka,Zakrzewska,5C,2,2,1,4,2
Oktawia,Jasińska,7A,3,2,4,2,5
Stanisława,Sadowska,4D,2,4,3,5,4
Katarzyna,Sokołowska,7C,3,3,4,1,2
Amalia,Szczepańska,1C,3,4,3,5,3
Jadwiga,Błaszczyk,5C,3,1,3,3,4
Amalia,Kubiak,3A,4,3,4,5,4
Alice,Kamińska,3E,1,1,3,2,1
Łucja,Mróz,6F,4,2,4,4,3
Żaneta,Dąbrowska,3E,1,5,1,5,3
Justyna,Sokołowska,6B,3,3,1,4,1
Eleonora,Jaworska,3E,4,5,2,4,4
Bogna,Kozłowska,5E,3,4,5,1,2
Iza,Brzezińska,2B,3,3,4,2,3
Marzanna,Cieślak,6F,2,4,2,5,5
Kornelia,Kowalska,5E,1,3,1,4,3
Cecylia,Borkowska,8E,5,2,3,3,1
Marzanna,Szymańska,6F,5,5,5,3,5
Kamila,Kozłowska,5F,1,2,1,5,4
Aleksandra,Sobczak,7B,1,5,5,2,1
Jagoda,Laskowska,3D,3,5,3,3,1
Marcela,Sobczak,2A,5,2,4,3,4
Luiza,Kamińska,1B,5,1,1,1,4
Andżelika,Sobczak,3F,3,1,3,4,3
Justyna,Mazurek,7D,3,1,3,4,2
Elżbieta,Brzezińska,4C,3,3,3,3,5
Adrianna,Wiśniewska,1D,3,5,2,3,4
Marcela,Tomaszewska,2F,4,2,2,2,4
Marta,Kowalska,8F,1,2,5,5,3
Halina,Piotrowska,1C,3,5,2,2,4
Gabriela,Krajewska,7A,5,3,4,3,2
Daniela,Piotrowska,7B,1,3,5,4,4
Olimpia,Pietrzak,3B,3,2,3,2,5
Ewa,Kowalska,3F,5,1,5,3,2
Mirosława,Pietrzak,1E,1,5,3,5,5
Urszula,Mazur,1F,2,4,1,1,1
Aisha,Sadowska,8A,2,3,4,3,1
Weronika,Wysocka,8A,4,4,2,2,2
Ilona,Szymczak,8B,5,1,1,4,1
Teresa,Kaźmierczak,4D,1,5,1,4,4
Malwina,Czerwińska,5C,5,4,4,2,3
Magdalena,Szulc,2B,1,1,1,2,4
Roksana,Ostrowska,3B,4,4,2,4,3
Edyta,Michalak,1C,5,4,4,2,3
Nikola,Górecka,2B,3,5,3,1,5
Honorata,Kowalczyk,7A,3,3,4,3,3
Jagoda,Cieślak,1B,4,2,2,5,4
Aniela,Kubiak,2A,2,4,2,3,2
Gabriela,Błaszczyk,1E,1,3,2,4,1
Magdalena,Błaszczyk,6E,5,4,5,3,3
Adriana,Pietrzak,6A,5,3,3,5,3
Nikola,Cieślak,1C,1,5,1,2,2
Maria,Adamska,5B,3,4,5,2,1
Milena,Baranowska,2B,1,5,1,5,1
Ada,Mróz,4B,1,4,1,3,2
Wiktoria,Tomaszewska,5B,2,3,3,4,2
Kaja,Bąk,4F,3,1,4,3,4
Justyna,Mróz,2C,4,4,2,3,4
Małgorzata,Górecka,8A,3,4,3,3,3
Olimpia,Jaworska,8A,5,1,3,1,2
Marzanna,Baranowska,2E,2,2,4,2,4
Józefa,Brzezińska,8B,4,4,4,2,2
Józefa,Kowalczyk,3C,5,2,4,3,4
Regina,Wysocka,6D,2,4,4,1,1
Kamila,Sawicka,5A,4,3,2,4,4
Jadwiga,Ziółkowska,8E,5,4,4,4,3
Józefa,Krawczyk,1E,5,1,4,5,3
Żaneta,Mazurek,1B,5,3,5,3,4
Marlena,Wysocka,6A,4,5,2,1,3
Weronika,Pietrzak,3D,2,5,5,5,5
Kornelia,Wróblewska,5D,5,2,3,3,1
Marysia,Zakrzewska,6E,3,4,4,5,2
Kamila,Zawadzka,6C,3,5,2,4,5
Amelia,Pietrzak,6C,3,3,1,5,3
Iga,Laskowska,4A,4,5,4,4,2
Lila,Makowska,6C,4,2,2,4,1
Nina,Baran,1E,2,2,3,1,4
Liliana,Szczepańska,6F,1,3,3,4,2
Magda,Czarnecka,2D,5,1,4,1,5
Weronika,Bąk,1E,2,2,1,3,1
Marcela,Kowalczyk,8E,3,4,5,2,1
Matylda,Maciejewska,1C,3,5,4,4,4
Marlena,Czerwińska,2B,3,1,5,4,4
Adela,Adamska,3B,1,5,4,1,2
Amalia,Wójcik,8B,5,1,3,2,2
Bogusława,Urbańska,5A,1,4,2,2,4
Florencja,Jakubowska,7F,4,4,5,5,5
Jolanta,Dąbrowska,6A,4,5,1,1,4
Blanka,Wójcik,1C,2,5,3,2,1
Ewelina,Mróz,7B,3,2,1,2,4
Łucja,Wysocka,6C,2,5,2,4,4
Zofia,Nowak,1D,3,2,5,1,5
Emilia,Adamska,2D,2,4,5,4,2
Aisha,Maciejewska,6F,1,5,3,2,3
Luiza,Sikorska,4E,3,3,1,1,2
Maria,Wasilewska,2A,3,4,1,4,2
Alisa,Rutkowska,1B,1,5,2,4,2
Bogumiła,Wiśniewska,5D,3,3,3,1,2
Olga,Michalak,4A,2,3,4,5,5
Agata,Ostrowska,2A,4,2,1,5,2
Anna,Wysocka,1A,5,4,5,3,2
Florencja,Sikorska,2E,1,5,2,2,5
Elżbieta,Sikora,4E,5,4,4,1,5
Agata,Kubiak,6B,3,3,4,1,2
Oktawia,Chmielewska,5A,3,1,2,3,4
Wiktoria,Tomaszewska,2D,3,1,4,2,5
Angelika,Michalak,8B,3,5,5,5,2
Olga,Wasilewska,7B,1,3,4,3,3
Edyta,Lis,5F,5,2,2,3,5
Wanda,Krupa,7A,4,2,2,5,2
Julia,Szewczyk,2E,2,4,1,1,4
Nina,Kalinowska,3E,1,5,4,1,5
Dominika,Brzezińska,8A,2,2,5,2,4
Olga,Ziółkowska,7C,2,2,5,5,2
Bogna,Kubiak,7A,5,1,2,5,1
Pamela,Tomaszewska,4C,1,1,5,3,4
Olga,Sikorska,1F,4,2,2,2,1
Amelia,Kaźmierczak,4F,3,4,3,2,5
Eleonora,Sawicka,8D,2,5,5,1,2
Eliza,Baranowska,8A,4,1,5,3,2
Martyna,Włodarczyk,8A,2,4,4,5,4
Adrianna,Adamska,2F,5,2,4,5,3
Anatolia,Kowalska,3C,2,1,1,3,2
Iza,Głowacka,1F,2,5,1,3,4
Kornelia,Pietrzak,8A,4,5,5,3,5
Paula,Przybylska,3B,2,2,1,2,1
Marcelina,Kubiak,8C,3,5,5,2,1
Malwina,Głowacka,7F,4,1,2,2,2
Anatolia,Rutkowska,4E,1,5,5,4,3
Klementyna,Sobczak,3E,4,5,3,1,2
Emilia,Jakubowska,6D,1,2,2,1,4
Róża,Gajewska,8A,2,1,2,3,4
Urszula,Wysocka,4A,2,1,4,3,4
Dorota,Walczak,3E,5,5,2,5,3
Idalia,Stępień,7C,4,3,5,4,4
Nikola,Krupa,6B,3,1,5,2,5
Edyta,Czarnecka,1C,5,5,3,4,2
Elwira,Dąbrowska,5B,1,5,1,1,2
Dominika,Kołodziej,6C,3,2,5,3,4
Bogda,Kwiatkowska,6A,2,5,5,1,4
Celina,Andrzejewska,1F,1,5,2,5,5
Andrea,Jakubowska,8B,1,1,5,5,4
Celina,Lewandowska,1F,5,2,5,2,2
Malwina,Michalak,7B,4,3,1,4,4
Stefania,Jaworska,8A,1,3,4,5,1
Katarzyna,Czerwińska,5A,1,3,4,5,5
Zofia,Jakubowska,4D,4,5,1,4,5
Paula,Wróblewska,6E,1,4,3,4,3
Nikola,Walczak,6B,3,2,5,4,1
Andrea,Sadowska,6B,5,4,1,2,2
Marzanna,Przybylska,3A,4,2,1,3,4
Berenika,Sawicka,6D,3,1,2,4,1
Anna,Maciejewska,5B,5,2,4,4,5
Konstancja,Jasińska,6E,5,1,1,2,5
Mirosława,Sawicka,6A,4,5,5,4,1
Łucja,Mróz,8E,5,4,1,5,1
Eleonora,Wiśniewska,1E,5,3,1,5,4
Ilona,Adamska,5A,3,5,3,5,3
Matylda,Walczak,4F,1,4,2,2,4
Helena,Szymczak,7E,2,4,4,2,1
Daniela,Sobczak,4B,4,5,3,1,5
Czesława,Szczepańska,5C,4,4,4,1,5
Gabriela,Duda,3D,1,3,3,2,3
Łucja,Krupa,2E,4,3,2,3,2
Magdalena,Kaźmierczak,2E,5,5,4,4,5
Andżelika,Dąbrowska,5D,5,5,3,3,1
Andżelika,Walczak,6D,1,4,2,3,5
Izabela,Zalewska,6F,4,4,4,4,3
Judyta,Wiśniewska,6A,2,3,1,4,2
Luiza,Walczak,4C,1,3,5,5,5
Julia,Krajewska,1D,2,3,2,1,2
Klementyna,Zakrzewska,5A,3,1,4,2,5
Otylia,Kozłowska,8D,4,1,5,3,1
Ewelina,Kowalczyk,1D,1,4,1,2,2
Oliwia,Zielińska,5E,4,4,4,3,4
Stanisława,Lis,2F,5,5,2,2,4
Klementyna,Ziółkowska,8C,3,4,4,3,3
Maria,Krawczyk,6E,3,1,3,2,3
Jola,Kozłowska,1F,3,2,1,1,1
Magdalena,Kucharska,7B,3,5,1,4,1
Otylia,Marciniak,3E,1,1,2,2,3
Helena,Piotrowska,7A,1,2,2,5,3
Weronika,Ostrowska,6A,1,1,3,1,5
Anatolia,Czarnecka,5C,3,5,3,1,5
Bogumiła,Pietrzak,2F,5,3,3,5,5
Amanda,Piotrowska,7F,5,2,5,5,3
Elwira,Krupa,4E,3,5,4,1,2
Angelika,Borkowska,2E,5,1,1,1,1
Emilia,Wójcik,7C,1,3,3,4,2
Joanna,Kaźmierczak,8C,2,3,3,5,3
Idalia,Michalak,2E,1,2,1,3,1
Bernadetta,Krupa,3B,3,5,1,3,3
Barbara,Szczepańska,6E,2,3,1,4,1
Marysia,Borkowska,1C,4,1,3,4,4
Wioletta,Sawicka,6C,1,2,1,1,3
Gabriela,Urbańska,4C,1,1,1,2,1
Arleta,Jankowska,3C,2,4,2,4,5
Amalia,Górska,4D,2,5,1,3,5
Izabela,Błaszczyk,1E,3,4,3,5,2
Olimpia,Kaczmarczyk,6C,5,1,3,2,1
Konstancja,Gajewska,7F,5,5,1,2,4
Izyda,Kamińska,1F,2,2,4,5,3
Ewa,Ziółkowska,5E,4,3,5,4,3
Antonina,Górska,2C,3,1,3,2,3
Wanda,Zalewska,3F,1,5,1,3,1
Julita,Jankowska,5A,1,5,2,4,1
Agata,Szczepańska,5B,5,3,1,1,5
Balbina,Adamska,3C,1,2,1,2,5
Lara,Kalinowska,4B,4,3,1,3,3
Aleksandra,Szulc,1C,3,5,4,5,3
Stefania,Andrzejewska,5B,1,4,4,1,4
Florencja,Rutkowska,8F,4,2,2,1,2
Teresa,Wasilewska,7D,1,3,2,2,3
Wioletta,Kowalczyk,3F,5,4,3,2,5
Nina,Kowalczyk,5E,4,3,1,2,5
Aisha,Wójcik,4D,1,2,4,5,4
Elwira,Zielińska,1B,2,2,3,1,2
Alana,Tomaszewska,5A,3,2,3,4,3
Eleonora,Wiśniewska,7D,2,3,2,4,2
Ida,Kamińska,1F,1,3,2,1,2
Bernadetta,Zalewska,7D,4,1,3,4,3
Cecylia,Górecka,1B,3,5,5,4,1
Oksana,Michalak,1E,1,1,5,1,4
Faustyna,Zawadzka,3C,4,3,2,3,1
Stefania,Mazur,3F,3,1,1,3,2
Agnieszka,Krajewska,2D,1,3,1,5,4
Julianna,Nowak,7B,3,1,2,5,2
Julita,Rutkowska,3A,1,3,3,2,3
Kinga,Woźniak,2D,4,3,4,5,4
Marzanna,Zakrzewska,8A,1,2,2,1,2
Patrycja,Borkowska,8B,5,5,1,5,5
Zofia,Rutkowska,3D,1,2,3,3,1
Adela,Jaworska,6A,1,4,4,5,1
Ola,Czerwińska,8D,3,1,4,4,2
Jadwiga,Rutkowska,6D,2,1,3,1,3
Alana,Lewandowska,4D,2,3,3,4,4
Jagoda,Stępień,8D,3,4,2,5,1
Alice,Szymczak,7C,2,3,3,2,5
Regina,Kowalska,7A,4,3,1,4,2
Elwira,Sawicka,8D,2,4,1,1,1
Stanisława,Kołodziej,2A,1,2,4,1,2
Alice,Kowalczyk,6F,1,3,5,2,4
Felicja,Mróz,2E,1,1,1,2,5
Jola,Jaworska,6E,1,5,2,1,3
Marcela,Mazurek,3C,1,1,1,4,1
Wanda,Kucharska,4E,2,2,4,4,5
Malwina,Chmielewska,7C,3,5,2,5,4
Dominika,Walczak,3C,5,1,5,2,1
Iga,Krajewska,8E,5,3,3,1,3
Alina,Sokołowska,8E,5,1,1,3,4
Zofia,Mazur,3F,4,1,4,2,5
Ewa,Lis,1E,3,5,3,1,5
Amelia,Walczak,2F,4,1,4,4,1
Bianka,Mróz,6A,4,3,4,1,5
Monika,Kowalczyk,8A,2,4,5,1,4
Nina,Woźniak,5E,1,1,4,4,5
Amelia,Ziółkowska,7C,3,3,3,2,1
Emilia,Chmielewska,7A,1,1,2,3,3
Regina,Zalewska,1A,1,1,2,3,5
Amanda,Malinowska,8D,2,4,1,5,1
Alina,Mazur,4E,4,4,5,1,2
Arleta,Lewandowska,6C,2,3,1,3,5
Helena,Szymańska,6E,2,5,3,2,4
Aleksandra,Kamińska,3C,5,1,5,4,3
Amalia,Sawicka,7D,2,1,5,2,4
Balbina,Zielińska,7D,4,2,2,4,1
Malwina,Nowak,1D,1,5,5,3,4
Cecylia,Witkowska,8B,5,3,5,3,3
Diana,Lewandowska,2A,3,1,4,2,2
Daria,Pawlak,1A,1,2,5,1,5
Amalia,Szulc,4F,4,4,3,3,2
Aleksandra,Mazur,7E,3,5,3,2,1
Adrianna,Górska,4A,1,2,2,2,2
Sylwia,Pietrzak,2D,2,1,4,1,4
Izabela,Ostrowska,2B,3,1,4,4,2
Józefa,Górska,6F,4,1,3,5,2
Klara,Jankowska,7B,1,5,2,2,2
Martyna,Brzezińska,5F,4,5,5,3,5
Izabela,Czarnecka,8E,2,4,2,3,5
Zofia,Ziółkowska,8A,1,3,3,4,5
Anna,Sobczak,3B,2,5,1,2,4
Olimpia,Zielińska,5B,2,5,3,4,1
Jolanta,Sadowska,1C,4,2,3,5,4
Klara,Sawicka,6A,2,1,3,2,1
Honorata,Głowacka,4D,1,1,2,2,4
Stefania,Przybylska,1C,5,4,4,3,1
Berenika,Szczepańska,6B,5,3,5,2,3
Amanda,Włodarczyk,8D,3,4,1,1,1
Marcela,Chmielewska,4B,3,4,4,1,3
Maria,Błaszczyk,8E,1,4,5,4,3
Malwina,Makowska,3B,5,4,4,1,2
Magdalena,Maciejewska,5A,1,5,2,4,3
Andrea,Duda,3C,2,5,1,4,1
Józefa,Kwiatkowska,3F,4,1,5,1,5
Andrea,Pawlak,6C,3,3,2,1,1
Balbina,Ostrowska,7D,2,1,1,4,5
Czesława,Sikorska,4A,5,2,1,2,1
Mirosława,Kalinowska,8D,1,4,3,1,3
Józefa,Kołodziej,2F,2,1,1,3,2
Anna,Szymańska,4E,2,2,5,5,4
Łucja,Kalinowska,5E,4,3,4,5,2
Zofia,Wasilewska,7D,1,2,4,2,1
Idalia,Górska,3F,4,5,2,3,2
Julianna,Zawadzka,7C,2,4,1,5,4
Bogumiła,Mazurek,8C,1,4,3,4,4
Wiktoria,Wojciechowska,1A,2,1,5,5,1
Luiza,Andrzejewska,8B,1,5,5,3,3
Oktawia,Szymańska,8D,1,1,5,1,4
Angelika,Laskowska,8D,1,4,3,1,2
Eleonora,Szewczyk,8D,4,1,3,1,1
Bianka,Ziółkowska,5A,5,5,3,4,3
Konstancja,Stępień,1B,3,5,1,4,1
Róża,Szulc,1E,4,2,1,4,3
Faustyna,Kowalczyk,6D,2,4,3,3,5
Florencja,Laskowska,7C,3,4,3,3,3
Bianka,Jasińska,3E,4,3,3,1,1
Marcela,Mazur,4F,2,1,5,5,2
Olimpia,Kaczmarczyk,8E,5,1,5,1,5
Klara,Sikorska,7F,5,4,1,3,1
Arleta,Makowska,4B,2,3,3,2,3
Ada,Zakrzewska,1F,2,1,2,2,1
Julita,Krawczyk,1E,4,3,2,5,4
Nikola,Mazur,5B,5,1,1,4,5
Adriana,Wróblewska,4B,4,5,3,3,5
Irena,Jankowska,6F,4,4,5,3,4
Elwira,Nowak,5F,4,5,2,3,2
Lila,Wójcik,4A,2,1,3,2,3
Regina,Mróz,2A,5,2,5,4,5
Ilona,Sawicka,7D,2,1,4,5,3
Oksana,Szymczak,2F,4,1,2,1,3
Iga,Mazur,7E,5,4,5,1,3
Otylia,Kaczmarczyk,4F,2,5,3,3,4
Danuta,Krajewska,8D,5,5,2,5,1
Bogusława,Rutkowska,4F,1,3,5,5,4
Dorota,Przybylska,7B,5,1,2,5,3
Joanna,Brzezińska,8A,5,5,4,2,2
Anita,Duda,8F,2,3,5,3,3
Ida,Chmielewska,8F,4,1,3,3,3
Gabriela,Bąk,4C,1,3,2,3,4
Bianka,Marciniak,7E,3,5,5,1,1
Liliana,Górska,5D,4,3,3,3,4
Anita,Mazurek,7A,3,1,5,1,3
Izabela,Sobczak,1B,4,4,1,3,2
Bogna,Sokołowska,4B,5,4,3,2,3
Gabriela,Jakubowska,2F,4,5,3,4,5
Maja,Maciejewska,4A,5,2,2,4,1
Amelia,Kołodziej,1A,5,4,2,2,2
Anatolia,Baranowska,3C,3,2,2,3,4
Aisha,Piotrowska,8B,3,2,3,4,1
Asia,Wysocka,3C,4,5,4,2,1
Anna,Sobczak,5B,1,4,5,1,3
Joanna,Dąbrowska,4D,2,2,1,1,1
Jadwiga,Włodarczyk,5F,5,2,4,4,1
Iza,Baranowska,2D,5,4,1,2,4
Stefania,Kozłowska,7E,2,1,5,1,3
Dominika,Kowalczyk,3A,2,4,1,4,4
Stanisława,Baranowska,2D,3,2,1,1,1
Żaneta,Walczak,8C,4,3,4,5,2
Paula,Piotrowska,1D,4,5,3,3,4
Olimpia,Ziółkowska,2F,3,4,1,2,2
Marlena,Baranowska,8B,5,5,5,2,2
Matylda,Sikora,7E,1,3,3,3,1
Marlena,Tomaszewska,5C,3,3,3,3,1
Hortensja,Wróblewska,1F,3,4,1,4,1
Elżbieta,Pietrzak,2B,4,2,4,4,3
Hortensja,Adamska,4F,5,2,5,1,3
Aleksandra,Tomaszewska,1C,3,4,3,4,5
Dagmara,Pietrzak,2F,2,3,3,3,5
Helena,Kołodziej,6F,4,4,1,4,3
Bogusława,Czerwińska,7A,1,3,4,5,4
Judyta,Sawicka,4A,2,5,2,2,1
Hortensja,Krawczyk,4C,4,1,4,5,2
Kinga,Piotrowska,3D,1,1,3,4,5
Wanda,Maciejewska,6C,4,2,3,2,3
Halina,Jankowska,5D,1,1,1,5,3
Alana,Kaczmarczyk,3C,4,3,1,3,1
Roksana,Włodarczyk,8F,4,1,2,3,3
Stefania,Kucharska,3C,5,5,3,4,5
Sylwia,Wójcik,7C,4,5,2,4,5
Honorata,Baranowska,4B,2,4,5,4,3
Karolina,Kubiak,3E,3,2,2,5,3
Anatolia,Krawczyk,5E,2,2,4,2,2
Patrycja,Ostrowska,8C,4,3,4,5,3
Amanda,Wasilewska,4B,2,4,3,3,4
Daria,Makowska,2F,1,2,1,2,5
Józefa,Tomaszewska,3E,3,3,3,5,3
Kinga,Wysocka,1A,4,5,1,1,5
Asia,Lewandowska,8E,2,2,2,2,2
Czesława,Włodarczyk,8D,4,1,3,1,4
Balbina,Mróz,2D,5,1,3,3,4
Amalia,Zawadzka,8F,1,5,3,1,2
Luiza,Nowak,1B,4,5,5,1,4
Wanda,Woźniak,8F,4,1,5,1,1
Klaudia,Brzezińska,8D,1,5,4,5,1
Hortensja,Czerwińska,4B,2,4,2,2,3
Wioletta,Andrzejewska,2A,3,3,4,4,2
Alana,Duda,2C,2,3,1,4,2
Anna,Wysocka,7F,1,3,5,3,1
Adrianna,Nowak,7A,2,3,3,3,4
Marcelina,Szulc,4D,1,2,1,5,5
Oksana,Mazurek,3B,3,5,5,1,1
Jowita,Piotrowska,7F,2,5,1,2,5
Eleonora,Kamińska,5B,5,3,2,2,5
Anita,Pietrzak,6B,4,1,5,1,1
Ola,Kaźmierczak,2C,1,3,3,1,4
Eliza,Ostrowska,2C,2,1,4,4,2
Olga,Kalinowska,4A,2,4,2,4,1
Bogna,Kowalska,5D,1,4,4,2,1
Bernadetta,Marciniak,2D,1,2,3,5,3
Monika,Lis,7B,5,4,3,1,4
Ada,Woźniak,2A,1,5,4,4,3
Stefania,Mróz,8A,2,1,4,5,2
Jolanta,Wójcik,6D,5,5,2,4,3
Konstancja,Mazurek,1A,5,1,1,5,3
Jowita,Jakubowska,4F,5,5,3,2,4
Joanna,Bąk,6E,3,2,3,5,3
Ewa,Szymańska,4D,5,2,3,4,5
Lila,Szczepańska,3E,5,1,2,3,2
Kinga,Borkowska,5B,1,5,5,2,2
Adriana,Borkowska,7F,2,5,5,4,4
Roksana,Adamska,6E,4,1,4,1,1
Zofia,Lis,6A,1,4,2,2,5
Marta,Głowacka,1C,1,5,5,5,2
Aneta,Jasińska,2F,2,4,1,4,2
Elwira,Stępień,5E,5,1,2,4,2
Joanna,Krawczyk,3E,1,5,1,5,3
Adriana,Jasińska,1E,4,5,5,1,5
Daniela,Szulc,4B,4,1,4,2,5
Alice,Sobczak,1B,5,3,5,3,5
Jolanta,Borkowska,8F,1,5,1,3,1
Maja,Krupa,4F,5,4,4,1,2
Natasza,Zielińska,8F,3,3,3,5,4
Olga,Mróz,3E,5,5,2,2,4
Józefa,Wysocka,4B,3,4,1,5,4
Paula,Szewczyk,8B,4,4,4,4,1
Julia,Tomaszewska,6A,4,2,3,3,2
Paula,Baran,7F,2,2,3,2,1
Ilona,Ostrowska,3B,3,5,5,3,5
Hortensja,Zawadzka,2D,5,1,2,1,4
Zofia,Woźniak,2E,2,3,3,4,1
Luiza,Wasilewska,7C,5,5,3,4,4
Amanda,Szymczak,1E,5,1,1,3,2
Matylda,Zalewska,1A,2,3,1,4,2
Alice,Bąk,1E,3,4,2,1,4
Anastazja,Wójcik,7B,5,4,4,1,3
